Perusahaan,Produk,Kalori,Kalori dari Lemak,Total Lemak,Lemak Jenuh (g),Lemak tak Jenuh (g),Kolestrol (mg),Sodium (mg),Karbohidrat (g),Serat (g),Gula (g),Protein (g),WW Poin
Lonceng Teko,Chips and Nacho Cheese Sauce (V),220.0,120.0,13.0,1.5,0.0,40.64789991063449,250.0,24.0,2.0,2.0,2.0,310.27054794520546
Lonceng Teko,Nacho Fries (V) (New),320.0,160.0,18.0,1.5,0.0,40.64789991063449,630.0,35.0,4.0,2.0,4.0,310.27054794520546
Lonceng Teko,Nacho Fries BellGrande® (New),710.0,360.0,40.0,6.0,0.0,30.0,1440.0,73.0,10.0,4.0,13.0,310.27054794520546
Lonceng Teko,Nachos BellGrande® – Beef,740.0,340.0,38.0,7.0,0.0,25.0,1050.0,82.0,15.0,5.0,16.0,310.27054794520546
Lonceng Teko,Nachos BellGrande® – Chicken,720.0,310.0,35.0,6.0,0.0,35.0,1050.0,81.0,14.0,5.0,20.0,310.27054794520546
Lonceng Teko,Nachos BellGrande® – Steak,720.0,320.0,36.0,6.0,0.0,30.0,1030.0,81.0,14.0,5.0,19.0,310.27054794520546
Lonceng Teko,Beef Quesarito,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,310.27054794520546
Lonceng Teko,Black Bean Quesarito (V),630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,310.27054794520546
Lonceng Teko,Quesadilla – Cheese (V),470.0,230.0,25.0,12.0,0.5,50.0,990.0,37.0,4.0,2.0,19.0,310.27054794520546
Lonceng Teko,Quesadilla – Chicken,510.0,240.0,26.0,12.0,0.5,75.0,1250.0,38.0,4.0,2.0,27.0,310.27054794520546
Lonceng Teko,Quesadilla – Steak,520.0,240.0,27.0,12.0,0.5,70.0,1230.0,38.0,4.0,2.0,27.0,310.27054794520546
Lonceng Teko,Bacon Club Chalupa – Specialties,440.0,240.0,27.0,5.0,0.0,50.0,840.0,31.0,2.0,3.0,20.0,310.27054794520546
Lonceng Teko,Black Bean Chalupa – Specialties,330.0,140.0,15.0,3.0,0.0,10.0,430.0,39.0,5.0,3.0,10.0,310.27054794520546
Lonceng Teko,Black Bean Crunchwrap Supreme – Specialties,510.0,160.0,17.0,4.5,0.0,5.0,1080.0,77.0,8.0,6.0,13.0,310.27054794520546
Lonceng Teko,Black Bean Quesarito – Specialties,630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,310.27054794520546
Lonceng Teko,Chalupa Supreme® – Specialties,350.0,170.0,18.0,5.0,0.0,25.0,560.0,33.0,4.0,3.0,13.0,310.27054794520546
Lonceng Teko,Cheesy Gordita Crunch – Specialties,500.0,250.0,28.0,10.0,0.5,55.0,850.0,41.0,5.0,4.0,20.0,310.27054794520546
Lonceng Teko,Cheesy Roll Up – Specialties,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,24.067978533094813,9.0,310.27054794520546
Lonceng Teko,Crunchwrap Supreme® – Specialties,530.0,190.0,21.0,6.0,0.0,25.0,1200.0,71.0,6.0,6.0,16.0,310.27054794520546
Lonceng Teko,Crunchy Taco – Specialties,170.0,80.0,9.0,3.5,0.0,25.0,310.0,13.0,3.0,24.067978533094813,8.0,310.27054794520546
Lonceng Teko,Nacho Cheese Doritos® Locos Taco – Specialties,170.0,80.0,9.0,3.5,0.0,25.0,360.0,13.0,3.0,24.067978533094813,8.0,310.27054794520546
Lonceng Teko,Nachos BellGrande® – Specialties,740.0,340.0,38.0,7.0,0.0,25.0,1050.0,82.0,15.0,5.0,16.0,310.27054794520546
Lonceng Teko,Power Menu Bowl – Specialties,470.0,170.0,19.0,6.0,0.0,70.0,1200.0,50.0,7.0,2.0,26.0,310.27054794520546
Lonceng Teko,Quesadilla – Specialties,510.0,240.0,26.0,12.0,0.5,75.0,1250.0,38.0,4.0,2.0,27.0,310.27054794520546
Lonceng Teko,Quesarito – Specialties,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,310.27054794520546
Lonceng Teko,Soft Taco – Specialties,180.0,80.0,9.0,4.0,0.0,25.0,500.0,17.0,3.0,1.0,9.0,310.27054794520546
Lonceng Teko,Soft Taco Supreme – Specialties,210.0,90.0,10.0,5.0,0.0,25.0,520.0,20.0,3.0,2.0,10.0,310.27054794520546
Lonceng Teko,Veggie Power Menu Bowl – Specialties,430.0,160.0,17.0,5.0,0.0,20.0,810.0,57.0,10.0,2.0,12.0,310.27054794520546
Lonceng Teko,Black Beans & Rice (V),170.0,30.0,3.5,0.0,0.0,0.0,320.0,31.0,4.0,0.0,4.0,310.27054794520546
Lonceng Teko,Black Beans (V),50.0,10.0,1.0,0.0,0.0,0.0,135.0,8.0,3.0,0.0,2.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (2 Pk) (V),160.0,80.0,9.0,2.0,0.0,5.0,80.0,17.0,0.0,10.0,2.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930.0,480.0,53.0,13.0,2.0,40.0,480.0,104.0,3.0,59.0,9.0,310.27054794520546
Lonceng Teko,Cinnamon Twists (V),170.0,50.0,6.0,0.0,0.0,0.0,210.0,27.0,1.4548872180451127,13.0,1.0,310.27054794520546
Lonceng Teko,Diablo Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Fire Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Hot Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Mild Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Blue Raspberry Freeze™ (16 oz) (New),120.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,0.0,30.0,0.0,310.27054794520546
Lonceng Teko,Blue Raspberry Freeze™ (20 oz) (New),150.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,38.0,0.0,310.27054794520546
Lonceng Teko,Dragon Fruit Freeze (16 oz),190.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,47.0,0.0,310.27054794520546
Lonceng Teko,Dragon Fruit Freeze (20 oz),230.0,0.0,0.0,0.0,0.0,0.0,60.0,59.0,0.0,57.0,0.0,310.27054794520546
Lonceng Teko,Lowfat Milk – CA (Regional),100.0,20.0,2.0,1.5,0.0,10.0,130.0,13.0,0.0,12.0,9.0,310.27054794520546
Lonceng Teko,Lowfat Milk – Federal (Regional),80.0,20.0,2.0,1.5,0.0,10.0,100.0,10.0,0.0,9.0,7.0,310.27054794520546
Lonceng Teko,Midnight Berry Freeze™ (16 oz) (New),140.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,34.0,0.0,310.27054794520546
Lonceng Teko,Midnight Berry Freeze™ (20 oz) (New),170.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,0.0,42.0,0.0,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast Freeze™ (16 oz),150.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,0.0,41.0,0.0,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast Freeze™ (20 oz),190.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,51.0,0.0,310.27054794520546
Lonceng Teko,Orange Juice,140.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,1.4548872180451127,28.0,2.0,310.27054794520546
Lonceng Teko,Premium Hot Coffee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,310.27054794520546
Lonceng Teko,Regular Iced Coffee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,310.27054794520546
Lonceng Teko,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Wild Strawberry Freeze™ (16 oz),150.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,0.0,41.0,0.0,310.27054794520546
Lonceng Teko,Wild Strawberry Freeze™ (20 oz),190.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,51.0,0.0,310.27054794520546
Lonceng Teko,Beef Burrito – Value Menu,430.0,170.0,19.0,5.0,0.0,20.0,970.0,51.0,4.0,3.0,12.0,310.27054794520546
Lonceng Teko,Cheesy Bean & Rice Burrito – Value Menu,420.0,140.0,16.0,4.0,0.0,40.64789991063449,880.0,56.0,7.0,3.0,10.0,310.27054794520546
Lonceng Teko,Cheesy Roll Up – Value Menu,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,24.067978533094813,9.0,310.27054794520546
Lonceng Teko,Chicken Chipotle Melt – Value Menu,190.0,80.0,9.0,3.0,0.0,35.0,530.0,15.0,1.0,24.067978533094813,12.0,310.27054794520546
Lonceng Teko,Chips and Nacho Cheese Sauce – Value Menu,220.0,120.0,13.0,1.5,0.0,40.64789991063449,250.0,24.0,2.0,2.0,2.0,310.27054794520546
Lonceng Teko,Cinnamon Twists – Value Menu,170.0,50.0,6.0,0.0,0.0,0.0,210.0,27.0,1.4548872180451127,13.0,1.0,310.27054794520546
Lonceng Teko,Loaded Nacho Taco – Value Menu,250.0,110.0,12.0,4.5,0.0,25.0,610.0,24.0,3.0,2.0,10.0,310.27054794520546
Lonceng Teko,Bean Burrito,350.0,80.0,9.0,3.5,0.0,5.0,1000.0,54.0,11.0,3.0,13.0,310.27054794520546
Lonceng Teko,Black Bean Chalupa,330.0,140.0,15.0,3.0,0.0,10.0,430.0,39.0,5.0,3.0,10.0,310.27054794520546
Lonceng Teko,Black Bean Crunchwrap Supreme,510.0,160.0,17.0,4.5,0.0,5.0,1080.0,77.0,8.0,6.0,13.0,310.27054794520546
Lonceng Teko,Black Bean Quesarito,630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,310.27054794520546
Lonceng Teko,Black Beans & Rice,170.0,30.0,3.5,0.0,0.0,0.0,320.0,31.0,4.0,0.0,4.0,310.27054794520546
Lonceng Teko,Cheese Quesadilla,470.0,230.0,25.0,12.0,0.5,50.0,990.0,37.0,4.0,2.0,19.0,310.27054794520546
Lonceng Teko,Cheesy Bean & Rice Burrito,420.0,140.0,16.0,4.0,0.0,40.64789991063449,880.0,56.0,7.0,3.0,10.0,310.27054794520546
Lonceng Teko,Cheesy Roll Up,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,24.067978533094813,9.0,310.27054794520546
Lonceng Teko,Chips and Nacho Cheese Sauce,220.0,120.0,13.0,1.5,0.0,40.64789991063449,250.0,24.0,2.0,2.0,2.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (2 Pack),160.0,80.0,9.0,2.0,0.0,5.0,80.0,17.0,0.0,10.0,2.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (12 Pack – Serves 4),930.0,480.0,53.0,13.0,2.0,40.0,480.0,104.0,3.0,59.0,9.0,310.27054794520546
Lonceng Teko,Cinnamon Twists,170.0,50.0,6.0,0.0,0.0,0.0,210.0,27.0,1.4548872180451127,13.0,1.0,310.27054794520546
Lonceng Teko,Hash Brown,160.0,100.0,12.0,1.0,0.0,0.0,270.0,13.0,2.0,0.0,1.0,310.27054794520546
Lonceng Teko,Power Menu Bowl – Veggie,430.0,160.0,17.0,5.0,0.0,20.0,810.0,57.0,10.0,2.0,12.0,310.27054794520546
Lonceng Teko,Power Menu Bowl – Chicken,470.0,170.0,19.0,6.0,0.0,70.0,1200.0,50.0,7.0,2.0,26.0,310.27054794520546
Lonceng Teko,Power Menu Bowl – Steak,480.0,180.0,20.0,7.0,0.0,60.0,1150.0,51.0,7.0,2.0,25.0,310.27054794520546
Lonceng Teko,Power Menu Bowl – Veggie (V),430.0,160.0,17.0,5.0,0.0,20.0,810.0,57.0,10.0,2.0,12.0,310.27054794520546
Lonceng Teko,Breakfast Crunchwrap – Bacon,670.0,370.0,41.0,12.0,0.0,140.0,1270.0,50.0,4.0,3.0,21.0,310.27054794520546
Lonceng Teko,Breakfast Crunchwrap – Sausage,720.0,430.0,47.0,15.0,0.0,145.0,1210.0,51.0,4.0,3.0,21.0,310.27054794520546
Lonceng Teko,Breakfast Crunchwrap – Steak,660.0,350.0,38.0,12.0,0.0,145.0,1300.0,51.0,4.0,3.0,24.0,310.27054794520546
Lonceng Teko,Breakfast Salsa Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,50.0,38.94619666048237,0.0,0.0,0.0,310.27054794520546
Lonceng Teko,Cheesy Toasted Breakfast Burrito – Bacon,350.0,150.0,16.0,4.5,0.0,115.0,870.0,36.0,2.0,3.0,13.0,310.27054794520546
Lonceng Teko,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340.0,130.0,14.0,3.5,0.0,100.0,750.0,43.0,3.0,3.0,10.0,310.27054794520546
Lonceng Teko,Cheesy Toasted Breakfast Burrito – Sausage,340.0,160.0,17.0,5.0,0.0,110.0,730.0,36.0,2.0,3.0,11.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (2 Pack) (V),160.0,80.0,9.0,2.0,0.0,5.0,80.0,17.0,0.0,10.0,2.0,310.27054794520546
Lonceng Teko,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930.0,480.0,53.0,13.0,2.0,40.0,480.0,104.0,3.0,59.0,9.0,310.27054794520546
Lonceng Teko,Grande Toasted Breakfast Burrito – Bacon,560.0,270.0,30.0,10.0,0.0,230.0,1290.0,49.0,4.0,3.0,24.0,310.27054794520546
Lonceng Teko,Grande Toasted Breakfast Burrito – Sausage,560.0,280.0,31.0,10.0,0.0,230.0,1150.0,49.0,4.0,3.0,22.0,310.27054794520546
Lonceng Teko,Grande Toasted Breakfast Burrito – Steak,560.0,250.0,28.0,9.0,0.0,240.0,1310.0,50.0,4.0,3.0,27.0,310.27054794520546
Lonceng Teko,Hash Brown (V),160.0,100.0,12.0,1.0,0.0,0.0,270.0,13.0,2.0,0.0,1.0,310.27054794520546
Lonceng Teko,Hash Brown Toasted Breakfast Burrito – Bacon,570.0,300.0,33.0,10.0,0.0,135.0,1270.0,49.0,4.0,2.0,21.0,310.27054794520546
Lonceng Teko,Hash Brown Toasted Breakfast Burrito – Sausage,570.0,300.0,34.0,10.0,0.0,130.0,1130.0,49.0,4.0,2.0,18.0,310.27054794520546
Lonceng Teko,Hash Brown Toasted Breakfast Burrito – Steak,570.0,270.0,30.0,9.0,0.0,140.0,1290.0,50.0,4.0,2.0,24.0,310.27054794520546
Lonceng Teko,7-Up (16 fl oz),190.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,70.0,46.0,38.94619666048237,1.4548872180451127,46.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Mango Iced Tea (16 fl oz),100.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,50.0,26.0,38.94619666048237,1.4548872180451127,26.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,60.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Dr Pepper® (16 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,95.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Mtn Dew® (16 fl oz),5.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,1.0,38.94619666048237,1.4548872180451127,1.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Pepsi® (16 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Dr Pepper® (16 fl oz),190.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,60.0,52.0,38.94619666048237,1.4548872180451127,51.0,9.43466172381835,310.27054794520546
Lonceng Teko,G2 – Fruit Punch (16 fl oz),30.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,140.0,7.0,38.94619666048237,1.4548872180451127,6.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® (16 fl oz),220.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,70.0,59.0,38.94619666048237,1.4548872180451127,58.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast™ (16 fl oz),220.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,65.0,59.0,38.94619666048237,1.4548872180451127,59.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,70.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,18.0,38.94619666048237,1.4548872180451127,18.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mug® Root Beer (16 fl oz),190.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,60.0,52.0,38.94619666048237,1.4548872180451127,52.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® (16 fl oz),200.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,45.0,55.0,38.94619666048237,1.4548872180451127,55.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Wild Cherry (16 fl oz),210.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.0,56.0,38.94619666048237,1.4548872180451127,56.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Zero Sugar (16 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,85.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Sierra Mist® (16 fl oz),200.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,45.0,54.0,38.94619666048237,1.4548872180451127,54.0,9.43466172381835,310.27054794520546
Lonceng Teko,Tropicana® Pink Lemonade (16 fl oz),210.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,210.0,53.0,38.94619666048237,1.4548872180451127,53.0,9.43466172381835,310.27054794520546
Lonceng Teko,7-Up (20 fl oz),240.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,85.0,58.0,38.94619666048237,1.4548872180451127,58.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Mango Iced Tea (20 fl oz),120.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,60.0,32.0,38.94619666048237,1.4548872180451127,32.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Dr Pepper® (20 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,120.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Mtn Dew® (20 fl oz),10.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,90.0,1.0,38.94619666048237,1.4548872180451127,1.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Pepsi® (20 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,95.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Dr Pepper® (20 fl oz),240.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,65.0,38.94619666048237,1.4548872180451127,64.0,9.43466172381835,310.27054794520546
Lonceng Teko,G2 – Fruit Punch (20 fl oz),35.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,180.0,9.0,38.94619666048237,1.4548872180451127,8.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® (20 fl oz),270.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,85.0,73.0,38.94619666048237,1.4548872180451127,73.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast™ (20 fl oz),280.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,80.0,74.0,38.94619666048237,1.4548872180451127,73.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,85.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,90.0,23.0,38.94619666048237,1.4548872180451127,22.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mug® Root Beer (20 fl oz),240.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,75.0,65.0,38.94619666048237,1.4548872180451127,65.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® (20 fl oz),250.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,55.0,69.0,38.94619666048237,1.4548872180451127,69.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Wild Cherry (20 fl oz),260.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,50.0,70.0,38.94619666048237,1.4548872180451127,70.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Zero Sugar (20 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,105.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Sierra Mist® (20 fl oz),260.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,55.0,68.0,38.94619666048237,1.4548872180451127,68.0,9.43466172381835,310.27054794520546
Lonceng Teko,Tropicana® Pink Lemonade (20 fl oz),260.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,260.0,67.0,38.94619666048237,1.4548872180451127,67.0,9.43466172381835,310.27054794520546
Lonceng Teko, ,287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Lonceng Teko,FOUNTAIN BEVERAGES (30 OZ),287.3565754633716,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,40.64789991063449,427.7226148409894,38.94619666048237,1.4548872180451127,24.067978533094813,9.43466172381835,310.27054794520546
Lonceng Teko,7-Up (30 fl oz),350.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,125.0,87.0,38.94619666048237,1.4548872180451127,87.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Mango Iced Tea (30 fl oz),180.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,90.0,48.0,38.94619666048237,1.4548872180451127,48.0,9.43466172381835,310.27054794520546
Lonceng Teko,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,115.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Dr Pepper® (30 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,180.0,1.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Mtn Dew® (30 fl oz),10.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,140.0,1.0,38.94619666048237,1.4548872180451127,1.0,9.43466172381835,310.27054794520546
Lonceng Teko,Diet Pepsi® (30 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,140.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Dr Pepper® (30 fl oz),360.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,110.0,98.0,38.94619666048237,1.4548872180451127,96.0,9.43466172381835,310.27054794520546
Lonceng Teko,G2 – Fruit Punch (30 fl oz),50.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,270.0,13.0,38.94619666048237,1.4548872180451127,12.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® (30 fl oz),410.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,125.0,110.0,38.94619666048237,1.4548872180451127,109.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast™ (30 fl oz),420.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,120.0,110.0,38.94619666048237,1.4548872180451127,110.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,125.0,0.0,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,140.0,34.0,38.94619666048237,1.4548872180451127,33.0,9.43466172381835,310.27054794520546
Lonceng Teko,Mug® Root Beer (30 fl oz),360.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,110.0,98.0,38.94619666048237,1.4548872180451127,98.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® (30 fl oz),380.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,80.0,104.0,38.94619666048237,1.4548872180451127,103.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Wild Cherry (30 fl oz),390.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,80.0,105.0,38.94619666048237,1.4548872180451127,105.0,9.43466172381835,310.27054794520546
Lonceng Teko,Pepsi® Zero Sugar (30 fl oz),0.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,160.0,427.7226148409894,38.94619666048237,1.4548872180451127,0.0,9.43466172381835,310.27054794520546
Lonceng Teko,Sierra Mist® (30 fl oz),380.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,80.0,101.0,38.94619666048237,1.4548872180451127,101.0,9.43466172381835,310.27054794520546
Lonceng Teko,Tropicana® Pink Lemonade (30 fl oz),390.0,117.55555555555556,11.682576459684894,4.066790352504638,0.14087117701575533,390.0,100.0,38.94619666048237,1.4548872180451127,100.0,9.43466172381835,310.27054794520546
Pizza Topi,Detroit Double Cheesy Pizza Slice,280.0,117.55555555555556,12.0,6.0,0.0,30.0,560.0,31.0,2.0,2.0,13.0,310.27054794520546
Pizza Topi,Detroit Double Pepperoni Pizza Slice,330.0,117.55555555555556,17.0,7.0,0.0,40.0,720.0,30.0,2.0,2.0,14.0,310.27054794520546
Pizza Topi,Detroit Meaty Pizza Slice,320.0,117.55555555555556,16.0,6.0,0.0,35.0,640.0,31.0,2.0,2.0,14.0,310.27054794520546
